




County                        Registered Voters             Ballots Cast                  Voter Turnout                 

                                                                                                                                                                                                                                                                                                                                            State  House of Representatives, District  78 (Vote For 1)
                                                            REP Viresh Sinha                                                                                                                                                                                                  DEM Beth Bernstein                                                                                                                                                                                                Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
Ward 6                        1459                          103                           56                            42                            0                             0                             0                             201                           100                           106                           100                           0                             0                             0                             306                           0                             0                             0                             0                             0                             0                             0                             507                           
Ward 26                       1829                          22                            20                            13                            0                             0                             0                             55                            38                            88                            44                            0                             0                             0                             170                           2                             0                             0                             0                             0                             0                             2                             227                           
Arcadia                       1669                          133                           139                           95                            0                             0                             0                             367                           208                           392                           242                           0                             0                             0                             842                           0                             1                             2                             0                             0                             0                             3                             1212                          
Cooper                        1234                          152                           171                           75                            0                             0                             0                             398                           109                           258                           233                           0                             0                             0                             600                           1                             0                             0                             0                             0                             0                             1                             999                           
East Forest Acres             1441                          172                           182                           122                           0                             0                             0                             476                           131                           234                           260                           0                             0                             0                             625                           0                             0                             0                             0                             0                             0                             0                             1101                          
North Forest Acres            1492                          87                            59                            37                            0                             0                             0                             183                           126                           181                           120                           0                             0                             0                             427                           0                             0                             0                             0                             0                             0                             0                             610                           
Gregg Park                    2248                          79                            69                            60                            0                             0                             0                             208                           180                           299                           135                           0                             0                             0                             614                           0                             0                             0                             0                             0                             0                             0                             822                           
Mallet Hill                   2879                          125                           238                           120                           0                             0                             0                             483                           233                           761                           441                           0                             0                             0                             1435                          1                             1                             0                             0                             0                             0                             2                             1920                          
Oakwood                       1061                          0                             0                             0                             0                             0                             0                             0                             2                             2                             0                             0                             0                             0                             4                             0                             0                             0                             0                             0                             0                             0                             4                             
Polo Road                     2789                          85                            73                            46                            0                             0                             0                             204                           157                           506                           236                           0                             0                             0                             899                           4                             0                             0                             0                             0                             0                             4                             1107                          
Pontiac 1                     2891                          207                           269                           142                           0                             0                             0                             618                           283                           616                           320                           0                             0                             0                             1219                          1                             1                             0                             0                             0                             0                             2                             1839                          
Pontiac 2                     2503                          277                           271                           163                           0                             0                             0                             711                           256                           676                           304                           0                             0                             0                             1236                          0                             1                             1                             0                             0                             0                             2                             1949                          
Satchelford                   1476                          223                           171                           113                           0                             0                             0                             507                           176                           242                           207                           0                             0                             0                             625                           0                             0                             0                             0                             0                             0                             0                             1132                          
Trenholm Road                 1168                          138                           129                           70                            0                             0                             0                             337                           125                           181                           175                           0                             0                             0                             481                           0                             1                             0                             0                             0                             0                             1                             819                           
Valhalla                      2500                          199                           252                           186                           0                             0                             0                             637                           208                           501                           392                           0                             0                             0                             1101                          0                             0                             1                             0                             0                             0                             1                             1739                          
Wildewood                     3244                          283                           342                           284                           0                             0                             0                             909                           224                           637                           571                           0                             0                             0                             1432                          2                             2                             0                             0                             0                             0                             4                             2345                          
Woodfield                     2820                          34                            53                            37                            0                             0                             0                             124                           96                            213                           119                           0                             0                             0                             428                           0                             0                             0                             0                             0                             0                             0                             552                           
Failsafe                      0                             0                             0                             0                             1                             0                             0                             1                             0                             0                             0                             3                             0                             0                             3                             0                             0                             0                             0                             0                             0                             0                             4                             
Provisional                   0                             0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             2                             0                             2                             0                             0                             0                             0                             0                             0                             0                             5                             
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       34703                         2319                          2494                          1605                          1                             3                             0                             6422                          2652                          5893                          3899                          3                             2                             0                             12449                         11                            7                             4                             0                             0                             0                             22                            18893                         

                                                                                                                                                                                                                                                                                                                                            State  House of Representatives, District  79 (Vote For 1)
                                                            LIB Victor Kocher                                                                                                                                                                                                 DEM Ivory T Thigpen                                                                                                                                                                                               Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
Bookman                       3294                          157                           127                           61                            0                             0                             0                             345                           356                           868                           491                           0                             0                             0                             1715                          7                             7                             0                             0                             0                             0                             14                            2074                          
Bridge Creek                  2365                          72                            75                            38                            0                             0                             0                             185                           245                           876                           313                           0                             0                             0                             1434                          1                             3                             0                             0                             0                             0                             4                             1623                          
Estates                       2244                          110                           81                            71                            0                             0                             0                             262                           221                           533                           369                           0                             0                             0                             1123                          13                            4                             4                             0                             0                             0                             21                            1406                          
Lake Carolina                 3564                          72                            76                            36                            0                             0                             0                             184                           70                            244                           141                           0                             0                             0                             455                           4                             4                             0                             0                             0                             0                             8                             647                           
North Springs 1               1448                          59                            95                            57                            0                             0                             0                             211                           103                           397                           251                           0                             0                             0                             751                           0                             2                             1                             0                             0                             0                             3                             965                           
North Springs 2               3233                          0                             2                             2                             0                             0                             0                             4                             1                             8                             5                             0                             0                             0                             14                            0                             0                             0                             0                             0                             0                             0                             18                            
North Springs 3               2126                          36                            43                            26                            0                             0                             0                             105                           167                           447                           233                           0                             0                             0                             847                           0                             1                             1                             0                             0                             0                             2                             954                           
Parkway 1                     2443                          60                            78                            23                            0                             0                             0                             161                           355                           856                           300                           0                             0                             0                             1511                          2                             1                             2                             0                             0                             0                             5                             1677                          
Parkway 2                     2506                          83                            109                           42                            0                             0                             0                             234                           274                           813                           368                           0                             0                             0                             1455                          0                             3                             0                             0                             0                             0                             3                             1692                          
Parkway 3                     2015                          15                            40                            23                            0                             0                             0                             78                            172                           874                           343                           0                             0                             0                             1389                          0                             2                             1                             0                             0                             0                             3                             1470                          
Rice Creek 1                  1858                          38                            38                            20                            0                             0                             0                             96                            231                           646                           277                           0                             0                             0                             1154                          2                             2                             0                             0                             0                             0                             4                             1254                          
Rice Creek 2                  3137                          58                            84                            39                            0                             0                             0                             181                           326                           1054                          511                           0                             0                             0                             1891                          1                             4                             1                             0                             0                             0                             6                             2078                          
Ridge View 1                  2875                          82                            112                           68                            0                             0                             0                             262                           264                           978                           462                           0                             0                             0                             1704                          2                             5                             2                             0                             0                             0                             9                             1975                          
Ridge View 2                  3435                          103                           108                           62                            0                             0                             0                             273                           328                           1090                          528                           0                             0                             0                             1946                          4                             0                             3                             0                             0                             0                             7                             2226                          
Valley State Park             3611                          4                             17                            8                             0                             0                             0                             29                            135                           377                           116                           0                             0                             0                             628                           0                             2                             0                             0                             0                             0                             2                             659                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             4                             0                             0                             4                             0                             0                             0                             0                             0                             0                             0                             4                             
Provisional                   0                             0                             0                             0                             0                             5                             0                             5                             0                             0                             0                             0                             11                            0                             11                            0                             0                             0                             0                             0                             0                             0                             16                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       40154                         949                           1085                          576                           0                             5                             0                             2615                          3248                          10061                         4708                          4                             11                            0                             18032                         36                            40                            15                            0                             0                             0                             91                            20738                         

                                                                                                                                                                                                                                                                                                                                            State  House of Representatives, District  80 (Vote For 1)
                                                            REP Vincent E Wilson                                                                                                                                                                                              DEM Jermaine Johnson                                                                                                                                                                                              Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
Ward 26                       1829                          0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             1                             
Caughman Road                 2061                          94                            155                           114                           0                             0                             0                             363                           246                           633                           265                           0                             0                             0                             1144                          0                             0                             0                             0                             0                             0                             0                             1507                          
Garners                       957                           121                           81                            28                            0                             0                             0                             230                           148                           176                           79                            0                             0                             0                             403                           0                             0                             0                             0                             0                             0                             0                             633                           
Horrell Hill                  2509                          288                           277                           118                           0                             0                             0                             683                           237                           579                           193                           0                             0                             0                             1009                          0                             2                             0                             0                             0                             0                             2                             1694                          
Lykesland                     1953                          174                           97                            105                           0                             0                             0                             376                           196                           598                           276                           0                             0                             0                             1070                          0                             0                             0                             0                             0                             0                             0                             1446                          
McEntire                      889                           112                           95                            35                            0                             0                             0                             242                           89                            228                           92                            0                             0                             0                             409                           0                             0                             0                             0                             0                             0                             0                             651                           
Mill Creek                    1421                          79                            76                            36                            0                             0                             0                             191                           239                           394                           124                           0                             0                             0                             757                           1                             0                             0                             0                             0                             0                             1                             949                           
Pine Lakes 1                  1249                          27                            31                            11                            0                             0                             0                             69                            150                           491                           171                           0                             0                             0                             812                           0                             0                             1                             0                             0                             0                             1                             882                           
Pine Lakes 2                  1729                          43                            34                            21                            0                             0                             0                             98                            190                           694                           197                           0                             0                             0                             1081                          0                             0                             0                             0                             0                             0                             0                             1179                          
Pinewood                      2099                          52                            83                            38                            0                             0                             0                             173                           237                           796                           257                           0                             0                             0                             1290                          0                             1                             0                             0                             0                             0                             1                             1464                          
Pontiac 1                     2891                          21                            50                            32                            0                             0                             0                             103                           12                            11                            9                             0                             0                             0                             32                            0                             0                             0                             0                             0                             0                             0                             135                           
Pontiac 2                     2503                          1                             0                             0                             0                             0                             0                             1                             2                             18                            1                             0                             0                             0                             21                            0                             0                             0                             0                             0                             0                             0                             22                            
Webber                        1193                          126                           91                            23                            0                             0                             0                             240                           191                           283                           127                           0                             0                             0                             601                           0                             0                             0                             0                             0                             0                             0                             841                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             3                             0                             0                             3                             0                             0                             0                             0                             0                             0                             0                             3                             
Provisional                   0                             0                             0                             0                             0                             5                             0                             5                             0                             0                             0                             0                             10                            0                             10                            0                             0                             0                             0                             0                             0                             0                             15                            
