




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
St. Andrews 12                1084                          128                           227                           172                           0                             0                             0                             527                           49                            187                           122                           0                             0                             0                             358                           0                             0                             0                             0                             0                             0                             0                             885                           
St. Andrews 13                1289                          141                           203                           103                           0                             0                             0                             447                           100                           187                           117                           0                             0                             0                             404                           0                             0                             0                             0                             0                             0                             0                             851                           
St. Andrews 14                1487                          181                           207                           121                           0                             0                             0                             509                           117                           277                           178                           0                             0                             0                             572                           0                             0                             0                             0                             0                             0                             0                             1081                          
St. Andrews 15                1610                          61                            94                            44                            0                             0                             0                             199                           144                           415                           189                           0                             0                             0                             748                           0                             1                             0                             0                             0                             0                             1                             948                           
St. Andrews 16                1151                          164                           181                           77                            0                             0                             0                             422                           78                            247                           107                           0                             0                             0                             432                           0                             0                             0                             0                             0                             0                             0                             854                           
St. Andrews 17                1806                          231                           356                           195                           0                             0                             0                             782                           117                           274                           150                           0                             0                             0                             541                           2                             0                             0                             0                             0                             0                             2                             1325                          
St. Andrews 18                1946                          123                           172                           56                            0                             0                             0                             351                           201                           531                           194                           0                             0                             0                             926                           0                             0                             0                             0                             0                             0                             0                             1277                          
ST. ANDREWS 19                358                           9                             10                            13                            0                             0                             0                             32                            48                            99                            79                            0                             0                             0                             226                           0                             0                             0                             0                             0                             0                             0                             258                           
St. Andrews 20                2920                          148                           346                           203                           0                             0                             0                             697                           206                           497                           319                           0                             0                             0                             1022                          2                             0                             0                             0                             0                             0                             2                             1721                          
St. Andrews 21                942                           102                           122                           74                            0                             0                             0                             298                           85                            162                           64                            0                             0                             0                             311                           0                             0                             0                             0                             0                             0                             0                             609                           
St. Andrews 22                1307                          138                           291                           136                           0                             0                             0                             565                           72                            184                           133                           0                             0                             0                             389                           0                             0                             0                             0                             0                             0                             0                             954                           
St. Andrews 23                1209                          102                           135                           61                            0                             0                             0                             298                           80                            194                           113                           0                             0                             0                             387                           0                             1                             0                             0                             0                             0                             1                             686                           
St. Andrews 24                1410                          81                            188                           106                           0                             0                             0                             375                           129                           270                           141                           0                             0                             0                             540                           0                             0                             0                             0                             0                             0                             0                             915                           
St. Andrews 25                1709                          75                            174                           95                            0                             0                             0                             344                           124                           323                           183                           0                             0                             0                             630                           0                             0                             0                             0                             0                             0                             0                             974                           
St. Andrews 26                1491                          180                           235                           91                            0                             0                             0                             506                           93                            298                           175                           0                             0                             0                             566                           0                             0                             0                             0                             0                             0                             0                             1072                          
St. Andrews 27                4930                          340                           848                           310                           0                             0                             0                             1498                          288                           1022                          500                           0                             0                             0                             1810                          1                             0                             2                             0                             0                             0                             3                             3311                          
St. Andrews 28                3601                          277                           720                           242                           0                             0                             0                             1239                          169                           629                           440                           0                             0                             0                             1238                          1                             0                             0                             0                             0                             0                             1                             2478                          
St. Andrews 29                3965                          319                           697                           290                           0                             0                             0                             1306                          200                           664                           411                           0                             0                             0                             1275                          2                             1                             0                             0                             0                             0                             3                             2584                          
St. Andrews 30                2319                          129                           366                           182                           0                             0                             0                             677                           95                            336                           245                           0                             0                             0                             676                           0                             0                             0                             0                             0                             0                             0                             1353                          
St. Andrews 31                1288                          112                           270                           115                           0                             0                             0                             497                           55                            211                           152                           0                             0                             0                             418                           0                             1                             0                             0                             0                             0                             1                             916                           
St. Andrews 32                1208                          233                           198                           111                           0                             0                             0                             542                           123                           147                           101                           0                             0                             0                             371                           0                             0                             0                             0                             0                             0                             0                             913                           
St. Andrews 33                801                           88                            197                           99                            0                             0                             0                             384                           43                            122                           85                            0                             0                             0                             250                           0                             0                             0                             0                             0                             0                             0                             634                           
St. Andrews 34                2594                          281                           575                           271                           0                             0                             0                             1127                          121                           367                           264                           0                             0                             0                             752                           1                             0                             0                             0                             0                             0                             1                             1880                          
St. Andrews 35                1876                          249                           432                           187                           0                             0                             0                             868                           92                            274                           187                           0                             0                             0                             553                           0                             0                             0                             0                             0                             0                             0                             1421                          
St. Andrews 36                1751                          269                           351                           142                           0                             0                             0                             762                           91                            277                           180                           0                             0                             0                             548                           1                             0                             0                             0                             0                             0                             1                             1311                          
St. Andrews 37                5014                          450                           930                           431                           0                             0                             0                             1811                          237                           831                           569                           0                             0                             0                             1637                          0                             1                             1                             0                             0                             0                             2                             3450                          
North Charleston 1            932                           26                            16                            15                            0                             0                             0                             57                            230                           186                           73                            0                             0                             0                             489                           0                             0                             0                             0                             0                             0                             0                             546                           
North Charleston 2            541                           10                            11                            8                             0                             0                             0                             29                            101                           139                           44                            0                             0                             0                             284                           0                             0                             0                             0                             0                             0                             0                             313                           
North Charleston 3            1306                          250                           215                           104                           0                             0                             0                             569                           114                           162                           96                            0                             0                             0                             372                           0                             0                             0                             0                             0                             0                             0                             941                           
North Charleston 4            1256                          39                            47                            36                            0                             0                             0                             122                           194                           334                           130                           0                             0                             0                             658                           1                             1                             0                             0                             0                             0                             2                             782                           
North Charleston 5            1901                          42                            48                            33                            0                             0                             0                             123                           290                           532                           190                           0                             0                             0                             1012                          0                             0                             0                             0                             0                             0                             0                             1135                          
North Charleston 6            1385                          23                            37                            12                            0                             0                             0                             72                            277                           337                           123                           0                             0                             0                             737                           0                             0                             0                             0                             0                             0                             0                             809                           
North Charleston 7            1486                          28                            29                            15                            0                             0                             0                             72                            263                           266                           83                            0                             0                             0                             612                           0                             1                             0                             0                             0                             0                             1                             685                           
North Charleston 8            1145                          63                            103                           45                            0                             0                             0                             211                           92                            320                           121                           0                             0                             0                             533                           1                             1                             0                             0                             0                             0                             2                             746                           
North Charleston 9            1694                          106                           186                           79                            0                             0                             0                             371                           151                           404                           168                           0                             0                             0                             723                           0                             0                             0                             0                             0                             0                             0                             1094                          
North Charleston 10           1403                          79                            50                            24                            0                             0                             0                             153                           273                           238                           75                            0                             0                             0                             586                           1                             0                             0                             0                             0                             0                             1                             740                           
North Charleston 11           968                           78                            139                           98                            0                             0                             0                             315                           55                            241                           97                            0                             0                             0                             393                           0                             0                             0                             0                             0                             0                             0                             708                           
North Charleston 12           1091                          57                            202                           75                            0                             0                             0                             334                           40                            298                           138                           0                             0                             0                             476                           0                             0                             0                             0                             0                             0                             0                             810                           
North Charleston 13           938                           28                            40                            18                            0                             0                             0                             86                            148                           243                           48                            0                             0                             0                             439                           0                             1                             0                             0                             0                             0                             1                             526                           
North Charleston 14           772                           48                            89                            28                            0                             0                             0                             165                           62                            194                           97                            0                             0                             0                             353                           0                             0                             0                             0                             0                             0                             0                             518                           
North Charleston 15           1433                          55                            42                            22                            0                             0                             0                             119                           247                           305                           125                           0                             0                             0                             677                           1                             0                             1                             0                             0                             0                             2                             798                           
North Charleston 16           1135                          60                            79                            32                            0                             0                             0                             171                           120                           289                           118                           0                             0                             0                             527                           0                             1                             0                             0                             0                             0                             1                             699                           
North Charleston 17           878                           20                            32                            19                            0                             0                             0                             71                            129                           225                           66                            0                             0                             0                             420                           0                             1                             0                             0                             0                             0                             1                             492                           
North Charleston 18           1887                          76                            124                           57                            0                             0                             0                             257                           261                           455                           128                           0                             0                             0                             844                           2                             0                             1                             0                             0                             0                             3                             1104                          
North Charleston 19           1134                          49                            67                            28                            0                             0                             0                             144                           136                           368                           106                           0                             0                             0                             610                           0                             0                             0                             0                             0                             0                             0                             754                           
North Charleston 20           791                           46                            151                           58                            0                             0                             0                             255                           65                            164                           82                            0                             0                             0                             311                           0                             1                             0                             0                             0                             0                             1                             567                           
North Charleston 21           1409                          101                           130                           48                            0                             0                             0                             279                           167                           316                           122                           0                             0                             0                             605                           0                             1                             0                             0                             0                             0                             1                             885                           
North Charleston 22           1497                          92                            98                            40                            0                             0                             0                             230                           202                           331                           76                            0                             0                             0                             609                           1                             0                             0                             0                             0                             0                             1                             840                           
North Charleston 23           2285                          181                           259                           109                           0                             0                             0                             549                           213                           506                           190                           0                             0                             0                             909                           0                             0                             0                             0                             0                             0                             0                             1458                          
North Charleston 24           2879                          160                           132                           68                            0                             0                             0                             360                           353                           758                           203                           0                             0                             0                             1314                          0                             2                             1                             0                             0                             0                             3                             1677                          
North Charleston 25           701                           43                            25                            13                            0                             0                             0                             81                            159                           140                           38                            0                             0                             0                             337                           0                             0                             0                             0                             0                             0                             0                             418                           
North Charleston 26           414                           20                            18                            6                             0                             0                             0                             44                            110                           57                            23                            0                             0                             0                             190                           0                             0                             0                             0                             0                             0                             0                             234                           
North Charleston 27           1099                          89                            61                            32                            0                             0                             0                             182                           182                           178                           77                            0                             0                             0                             437                           0                             0                             0                             0                             0                             0                             0                             619                           
North Charleston 28           981                           51                            41                            14                            0                             0                             0                             106                           158                           152                           43                            0                             0                             0                             353                           0                             0                             0                             0                             0                             0                             0                             459                           
North Charleston 29           883                           86                            52                            33                            0                             0                             0                             171                           116                           129                           43                            0                             0                             0                             288                           2                             0                             0                             0                             0                             0                             2                             461                           
North Charleston 30           1961                          121                           118                           74                            0                             0                             0                             313                           324                           449                           178                           0                             0                             0                             951                           0                             1                             0                             0                             0                             0                             1                             1265                          
Failsafe                      0                             0                             0                             0                             39                            0                             0                             39                            0                             0                             0                             85                            0                             0                             85                            0                             0                             0                             0                             0                             0                             0                             124                           
Provisional                   0                             0                             0                             0                             0                             239                           0                             239                           0                             0                             0                             0                             210                           0                             210                           0                             0                             0                             0                             0                             0                             0                             449                           
Failsafe Provisional          0                             0                             0                             0                             0                             0                             139                           139                           0                             0                             0                             0                             0                             149                           149                           0                             0                             0                             0                             0                             0                             0                             288                           
Totals:                       312487                        31400                         47976                         24698                         39                            239                           139                           104491                        24760                         52415                         33953                         85                            210                           149                           111572                        61                            46                            37                            0                             0                             0                             144                           216207                        

                                                                                                                                                                                                                                                                                                                                                                                                                                                     Clerk of Court (Vote For 1)
                                                            REP Julie Armstrong                                                                                                                                                                                               LIB Dan Gregory                                                                                                                                                                                                   DEM Dan Gregory                                                                                                                                                                                                   Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provionsal                    Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provionsal                    Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provionsal                    Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provionsal                    Failsafe Provisional          Choice Total                  Total                         
