




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
BELLS CROSSING                3211                          1181                          171                           214                           0                             0                             0                             1566                          383                           181                           172                           0                             0                             0                             736                           8                             0                             0                             0                             0                             0                             8                             2310                          
CIRCLE CREEK                  3146                          676                           91                            85                            0                             0                             0                             852                           268                           111                           105                           0                             0                             0                             484                           2                             0                             0                             0                             0                             0                             2                             1338                          
FOUNTAIN INN 1                3527                          1145                          149                           129                           0                             0                             0                             1423                          681                           279                           183                           0                             0                             0                             1143                          1                             0                             0                             0                             0                             0                             1                             2567                          
FOUNTAIN INN 2                1538                          436                           45                            50                            0                             0                             0                             531                           205                           71                            51                            0                             0                             0                             327                           0                             0                             1                             0                             0                             0                             1                             859                           
RIVERWALK                     2687                          953                           103                           150                           0                             0                             0                             1206                          274                           80                            141                           0                             0                             0                             495                           2                             0                             0                             0                             0                             0                             2                             1703                          
SIMPSONVILLE 1                2801                          628                           133                           84                            0                             0                             0                             845                           193                           111                           123                           0                             0                             0                             427                           2                             0                             1                             0                             0                             0                             3                             1275                          
SIMPSONVILLE 3                2582                          661                           192                           218                           0                             0                             0                             1071                          149                           90                            137                           0                             0                             0                             376                           1                             0                             0                             0                             0                             0                             1                             1448                          
SIMPSONVILLE 5                2510                          710                           114                           88                            0                             0                             0                             912                           505                           272                           168                           0                             0                             0                             945                           0                             0                             0                             0                             0                             0                             0                             1857                          
SYCAMORE                      3063                          1153                          326                           265                           0                             0                             0                             1744                          293                           226                           176                           0                             0                             0                             695                           1                             0                             1                             0                             0                             0                             2                             2441                          
WALNUT SPRINGS                5776                          2040                          489                           437                           0                             0                             0                             2966                          602                           455                           417                           0                             0                             0                             1474                          5                             0                             0                             0                             0                             0                             5                             4445                          
GRAZE BRANCH                  1815                          773                           137                           100                           0                             0                             0                             1010                          246                           94                            89                            0                             0                             0                             429                           1                             0                             0                             0                             0                             0                             1                             1440                          
HILLCREST                     2753                          928                           184                           185                           0                             0                             0                             1297                          324                           189                           197                           0                             0                             0                             710                           2                             0                             0                             0                             0                             0                             2                             2009                          
HOLLY TREE                    1446                          442                           61                            77                            0                             0                             0                             580                           130                           37                            80                            0                             0                             0                             247                           0                             0                             0                             0                             0                             0                             0                             827                           
KILGORE FARMS                 2831                          995                           168                           132                           0                             0                             0                             1295                          447                           147                           171                           0                             0                             0                             765                           2                             0                             0                             0                             0                             0                             2                             2062                          
SPARROWS POINT                2657                          807                           222                           181                           0                             0                             0                             1210                          321                           162                           222                           0                             0                             0                             705                           1                             0                             0                             0                             0                             0                             1                             1916                          
Failsafe                      0                             0                             0                             0                             13                            0                             0                             13                            0                             0                             0                             7                             0                             0                             7                             0                             0                             0                             0                             0                             0                             0                             20                            
Provisional                   0                             0                             0                             0                             0                             7                             0                             7                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             7                             
Failsafe Provisional          0                             0                             0                             0                             0                             0                             1                             1                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             
Totals:                       42343                         13528                         2585                          2395                          13                            7                             1                             18529                         5021                          2505                          2432                          7                             0                             0                             9965                          28                            0                             3                             0                             0                             0                             31                            28525                         

                                                                                                                                                                                                                                   Register of Deeds (Vote For 1)
                                                            REP Timothy Nanney                                                                                                                                                                                                Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
GREENVILLE 1                  1824                          744                           190                           212                           0                             0                             0                             1146                          20                            2                             5                             0                             0                             0                             27                            1173                          
GREENVILLE 3                  2553                          964                           308                           243                           0                             0                             0                             1515                          19                            21                            8                             0                             0                             0                             48                            1563                          
GREENVILLE 4                  2910                          559                           217                           179                           0                             0                             0                             955                           21                            14                            11                            0                             0                             0                             46                            1001                          
GREENVILLE 5                  3230                          779                           276                           220                           0                             0                             0                             1275                          24                            18                            9                             0                             0                             0                             51                            1326                          
GREENVILLE 6                  669                           118                           12                            9                             0                             0                             0                             139                           6                             0                             1                             0                             0                             0                             7                             146                           
GREENVILLE 7                  2619                          492                           207                           133                           0                             0                             0                             832                           17                            9                             3                             0                             0                             0                             29                            861                           
GREENVILLE 8                  3505                          745                           318                           231                           0                             0                             0                             1294                          29                            17                            17                            0                             0                             0                             63                            1357                          
GREENVILLE 10                 3010                          696                           334                           291                           0                             0                             0                             1321                          19                            11                            10                            0                             0                             0                             40                            1361                          
GREENVILLE 14                 1950                          224                           90                            50                            0                             0                             0                             364                           8                             10                            1                             0                             0                             0                             19                            383                           
GREENVILLE 16                 2179                          810                           211                           255                           0                             0                             0                             1276                          7                             8                             5                             0                             0                             0                             20                            1296                          
GREENVILLE 17                 1870                          628                           250                           248                           0                             0                             0                             1126                          8                             7                             1                             0                             0                             0                             16                            1142                          
GREENVILLE 18                 1544                          731                           170                           173                           0                             0                             0                             1074                          4                             3                             3                             0                             0                             0                             10                            1084                          
GREENVILLE 19                 2449                          413                           138                           96                            0                             0                             0                             647                           20                            15                            4                             0                             0                             0                             39                            686                           
GREENVILLE 20                 1319                          482                           177                           205                           0                             0                             0                             864                           4                             5                             3                             0                             0                             0                             12                            876                           
GREENVILLE 21                 1652                          504                           157                           165                           0                             0                             0                             826                           9                             3                             5                             0                             0                             0                             17                            843                           
GREENVILLE 22                 2477                          1182                          158                           201                           0                             0                             0                             1541                          18                            10                            2                             0                             0                             0                             30                            1571                          
GREENVILLE 23                 2142                          899                           264                           339                           0                             0                             0                             1502                          2                             6                             3                             0                             0                             0                             11                            1513                          
GREENVILLE 24                 5009                          1288                          416                           459                           0                             0                             0                             2163                          38                            24                            7                             0                             0                             0                             69                            2232                          
GREENVILLE 25                 2240                          577                           128                           92                            0                             0                             0                             797                           8                             6                             4                             0                             0                             0                             18                            815                           
GREENVILLE 26                 2082                          549                           132                           89                            0                             0                             0                             770                           24                            12                            4                             0                             0                             0                             40                            810                           
GREENVILLE 27                 1277                          497                           96                            123                           0                             0                             0                             716                           5                             1                             3                             0                             0                             0                             9                             725                           
GREENVILLE 28                 1294                          331                           72                            66                            0                             0                             0                             469                           13                            5                             3                             0                             0                             0                             21                            490                           
GREENVILLE 29                 2213                          449                           134                           61                            0                             0                             0                             644                           34                            12                            1                             0                             0                             0                             47                            691                           
AIKEN                         1224                          327                           49                            46                            0                             0                             0                             422                           9                             5                             1                             0                             0                             0                             15                            437                           
ALTAMONT FOREST               1356                          631                           170                           130                           0                             0                             0                             931                           11                            4                             2                             0                             0                             0                             17                            948                           
ASHETON LAKES                 3384                          1447                          331                           400                           0                             0                             0                             2178                          18                            8                             11                            0                             0                             0                             37                            2215                          
AVON                          1723                          823                           147                           109                           0                             0                             0                             1079                          13                            3                             1                             0                             0                             0                             17                            1096                          
BELLE MEADE                   1892                          235                           83                            54                            0                             0                             0                             372                           15                            8                             5                             0                             0                             0                             28                            400                           
BELLS CROSSING                3211                          1412                          257                           242                           0                             0                             0                             1911                          12                            4                             4                             0                             0                             0                             20                            1931                          
BELMONT                       1009                          300                           41                            31                            0                             0                             0                             372                           7                             5                             1                             0                             0                             0                             13                            385                           
BEREA                         1489                          473                           83                            97                            0                             0                             0                             653                           13                            6                             1                             0                             0                             0                             20                            673                           
BOILING SPRINGS               2279                          984                           161                           214                           0                             0                             0                             1359                          14                            3                             3                             0                             0                             0                             20                            1379                          
BOTANY WOODS                  1868                          764                           110                           140                           0                             0                             0                             1014                          28                            4                             0                             0                             0                             0                             32                            1046                          
BROOKGLENN                    1333                          534                           95                            73                            0                             0                             0                             702                           6                             4                             0                             0                             0                             0                             10                            712                           
CANEBRAKE                     3033                          1202                          300                           320                           0                             0                             0                             1822                          11                            12                            9                             0                             0                             0                             32                            1854                          
CAROLINA                      1555                          264                           86                            57                            0                             0                             0                             407                           18                            7                             5                             0                             0                             0                             30                            437                           
CHESTNUT HILLS                1946                          549                           114                           107                           0                             0                             0                             770                           18                            3                             2                             0                             0                             0                             23                            793                           
CIRCLE CREEK                  3146                          1512                          250                           253                           0                             0                             0                             2015                          18                            7                             5                             0                             0                             0                             30                            2045                          
CLEAR CREEK                   1805                          1025                          155                           81                            0                             0                             0                             1261                          4                             2                             0                             0                             0                             0                             6                             1267                          
CONESTEE                      2528                          869                           193                           135                           0                             0                             0                             1197                          17                            8                             5                             0                             0                             0                             30                            1227                          
DARBY RIDGE                   2881                          1379                          298                           215                           0                             0                             0                             1892                          14                            10                            1                             0                             0                             0                             25                            1917                          
DEL NORTE                     2615                          859                           208                           187                           0                             0                             0                             1254                          17                            9                             5                             0                             0                             0                             31                            1285                          
DEVENGER                      1959                          854                           195                           243                           0                             0                             0                             1292                          5                             2                             3                             0                             0                             0                             10                            1302                          
DONALDSON                     1216                          341                           74                            43                            0                             0                             0                             458                           13                            5                             3                             0                             0                             0                             21                            479                           
DOVE TREE                     2057                          858                           116                           186                           0                             0                             0                             1160                          18                            3                             5                             0                             0                             0                             26                            1186                          
DUNKLIN                       2443                          1400                          83                            148                           0                             0                             0                             1631                          5                             2                             3                             0                             0                             0                             10                            1641                          
EASTSIDE                      2618                          1060                          220                           243                           0                             0                             0                             1523                          6                             4                             0                             0                             0                             0                             10                            1533                          
EBENEZER                      2309                          1071                          350                           141                           0                             0                             0                             1562                          6                             6                             0                             0                             0                             0                             12                            1574                          
EDWARDS FOREST                2469                          1022                          221                           186                           0                             0                             0                             1429                          22                            6                             2                             0                             0                             0                             30                            1459                          
ENOREE                        3307                          1163                          392                           272                           0                             0                             0                             1827                          15                            16                            4                             0                             0                             0                             35                            1862                          
FEASTER                       1430                          477                           80                            97                            0                             0                             0                             654                           9                             2                             5                             0                             0                             0                             16                            670                           
FORK SHOALS                   2002                          1155                          106                           129                           0                             0                             0                             1390                          7                             0                             4                             0                             0                             0                             11                            1401                          
FOUNTAIN INN 1                3527                          1420                          232                           153                           0                             0                             0                             1805                          38                            10                            2                             0                             0                             0                             50                            1855                          
FOUNTAIN INN 2                1538                          679                           81                            82                            0                             0                             0                             842                           21                            4                             4                             0                             0                             0                             29                            871                           
FURMAN                        2953                          901                           452                           357                           0                             0                             0                             1710                          15                            8                             2                             0                             0                             0                             25                            1735                          
GOWENSVILLE                   2133                          1212                          92                            151                           0                             0                             0                             1455                          13                            3                             3                             0                             0                             0                             19                            1474                          
GROVE                         1912                          434                           170                           120                           0                             0                             0                             724                           13                            4                             1                             0                             0                             0                             18                            742                           
JENNINGS MILL                 1917                          752                           216                           215                           0                             0                             0                             1183                          6                             2                             5                             0                             0                             0                             13                            1196                          
