




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Charleston 10                 848                           170                           170                           12                            12                            37                            37                            0                             0                             219                           
Charleston 11                 1575                          351                           351                           22                            22                            124                           124                           2                             2                             499                           
Charleston 12                 1373                          399                           399                           19                            19                            100                           100                           1                             1                             519                           
Charleston 13                 1202                          409                           409                           20                            20                            46                            46                            0                             0                             475                           
Charleston 14                 1124                          275                           275                           17                            17                            50                            50                            0                             0                             342                           
Charleston 15                 1304                          331                           331                           11                            11                            20                            20                            2                             2                             364                           
Charleston 16                 1180                          411                           411                           30                            30                            72                            72                            0                             0                             513                           
Charleston 17                 1228                          359                           359                           25                            25                            67                            67                            0                             0                             451                           
Charleston 18                 1434                          468                           468                           18                            18                            31                            31                            1                             1                             518                           
Charleston 19                 803                           290                           290                           10                            10                            31                            31                            2                             2                             333                           
Charleston 20                 1294                          488                           488                           27                            27                            114                           114                           0                             0                             629                           
Charleston 21                 718                           236                           236                           3                             3                             25                            25                            0                             0                             264                           
St. Pauls 1                   809                           325                           325                           3                             3                             108                           108                           0                             0                             436                           
St. Pauls 2A                  858                           215                           215                           6                             6                             140                           140                           0                             0                             361                           
St. Pauls 2B                  1354                          342                           342                           6                             6                             219                           219                           1                             1                             568                           
St. Pauls 3                   1879                          260                           260                           16                            16                            590                           590                           0                             0                             866                           
St. Pauls 4                   1593                          523                           523                           9                             9                             150                           150                           0                             0                             682                           
St. Pauls 5                   1003                          196                           196                           16                            16                            202                           202                           0                             0                             414                           
St. Pauls 6                   1945                          319                           319                           19                            19                            465                           465                           0                             0                             803                           
North Charleston 1            824                           262                           262                           5                             5                             3                             3                             1                             1                             271                           
North Charleston 2            465                           116                           116                           1                             1                             7                             7                             0                             0                             124                           
North Charleston 3            1202                          225                           225                           24                            24                            317                           317                           0                             0                             566                           
North Charleston 4            1129                          371                           371                           7                             7                             37                            37                            0                             0                             415                           
North Charleston 5            1606                          445                           445                           8                             8                             34                            34                            0                             0                             487                           
North Charleston 6            1256                          399                           399                           5                             5                             14                            14                            0                             0                             418                           
North Charleston 7            1379                          304                           304                           4                             4                             28                            28                            0                             0                             336                           
North Charleston 8            905                           216                           216                           21                            21                            96                            96                            0                             0                             333                           
North Charleston 9            1468                          353                           353                           34                            34                            141                           141                           2                             2                             530                           
North Charleston 10           1280                          313                           313                           9                             9                             79                            79                            0                             0                             401                           
North Charleston 11           880                           197                           197                           22                            22                            125                           125                           0                             0                             344                           
North Charleston 12           921                           219                           219                           19                            19                            155                           155                           3                             3                             396                           
North Charleston 13           828                           192                           192                           5                             5                             25                            25                            0                             0                             222                           
North Charleston 14           600                           165                           165                           7                             7                             60                            60                            0                             0                             232                           
North Charleston 15           1230                          303                           303                           14                            14                            42                            42                            0                             0                             359                           
North Charleston 16           913                           225                           225                           8                             8                             55                            55                            1                             1                             289                           
North Charleston 17           768                           160                           160                           3                             3                             12                            12                            0                             0                             175                           
North Charleston 18           1618                          415                           415                           18                            18                            113                           113                           0                             0                             546                           
North Charleston 19           993                           290                           290                           2                             2                             47                            47                            1                             1                             340                           
North Charleston 20           724                           161                           161                           7                             7                             141                           141                           0                             0                             309                           
North Charleston 21           1270                          286                           286                           15                            15                            114                           114                           3                             3                             418                           
North Charleston 22           1352                          340                           340                           21                            21                            117                           117                           0                             0                             478                           
North Charleston 23           1931                          466                           466                           12                            12                            234                           234                           0                             0                             712                           
North Charleston 24           2446                          614                           614                           15                            15                            156                           156                           0                             0                             785                           
North Charleston 25           620                           202                           202                           10                            10                            31                            31                            0                             0                             243                           
North Charleston 26           398                           120                           120                           5                             5                             23                            23                            1                             1                             149                           
North Charleston 27           1005                          237                           237                           12                            12                            64                            64                            0                             0                             313                           
North Charleston 28           782                           120                           120                           5                             5                             16                            16                            0                             0                             141                           
North Charleston 29           798                           182                           182                           16                            16                            77                            77                            0                             0                             275                           
North Charleston 30           1745                          528                           528                           14                            14                            153                           153                           1                             1                             696                           
Absentee                      0                             5251                          5251                          110                           110                           1500                          1500                          7                             7                             6868                          
Emergency                     0                             50                            50                            0                             0                             5                             5                             0                             0                             55                            
Failsafe                      0                             119                           119                           5                             5                             11                            11                            0                             0                             135                           
Provisional                   0                             37                            37                            2                             2                             11                            11                            0                             0                             50                            
Failsafe/Provisional          0                             20                            20                            1                             1                             6                             6                             0                             0                             27                            
Totals:                       63060                         21453                         21453                         804                           804                           7060                          7060                          30                            30                            29347                         

                                                                                                                                         State  House of Representatives, District  15 (Vote For 1)
                                                            JA Moore                                                    JA Moore                                                    Samuel Rivers Jr                                            Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Deer Park 2A                  2782                          330                           330                           17                            17                            240                           240                           0                             0                             587                           
Deer Park 2B                  1900                          167                           167                           9                             9                             82                            82                            0                             0                             258                           
Deer Park 3                   1921                          440                           440                           23                            23                            169                           169                           0                             0                             632                           
North Charleston 27           1005                          117                           117                           5                             5                             21                            21                            0                             0                             143                           
North Charleston 28           782                           177                           177                           8                             8                             29                            29                            0                             0                             214                           
North Charleston 29           798                           187                           187                           14                            14                            72                            72                            1                             1                             274                           
Absentee                      0                             355                           355                           16                            16                            107                           107                           0                             0                             478                           
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             8                             8                             0                             0                             1                             1                             0                             0                             9                             
Provisional                   0                             1                             1                             0                             0                             1                             1                             0                             0                             2                             
Totals:                       9188                          1782                          1782                          92                            92                            722                           722                           1                             1                             2597                          

                                                                                                           State  House of Representatives, District  94 (Vote For 1)
                                                            Damian Daly                                                 Con Chellis                                                 Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Deer Park 1B                  3078                          9                             9                             8                             8                             0                             0                             17                            
Lincolnville                  1744                          160                           160                           188                           188                           0                             0                             348                           
Ladson                        2808                          252                           252                           166                           166                           2                             2                             420                           
Absentee                      0                             130                           130                           78                            78                            0                             0                             208                           
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             1                             1                             0                             0                             0                             0                             1                             
Provisional                   0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       7630                          552                           552                           440                           440                           2                             2                             994                           

                                                                                                                                         State  House of Representatives, District  99 (Vote For 1)
                                                            Jen Gibson                                                  Jen Gibson                                                  Nancy Mace                                                  Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Mt. Pleasant 26               570                           225                           225                           2                             2                             4                             4                             0                             0                             231                           
Mt. Pleasant 28               1206                          207                           207                           17                            17                            343                           343                           0                             0                             567                           
Mt. Pleasant 29               350                           44                            44                            3                             3                             93                            93                            0                             0                             140                           
Mt. Pleasant 31               1467                          108                           108                           4                             4                             190                           190                           0                             0                             302                           
Mt. Pleasant 32               2811                          392                           392                           17                            17                            788                           788                           0                             0                             1197                          
Mt. Pleasant 33               4121                          556                           556                           20                            20                            1234                          1234                          0                             0                             1810                          
Mt. Pleasant 35               4811                          198                           198                           12                            12                            350                           350                           0                             0                             560                           
Absentee                      0                             992                           992                           37                            37                            1257                          1257                          0                             0                             2286                          
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             1                             1                             0                             0                             2                             2                             0                             0                             3                             
Provisional                   0                             3                             3                             0                             0                             2                             2                             0                             0                             5                             
Totals:                       15336                         2726                          2726                          112                           112                           4263                          4263                          0                             0                             7101                          

                                                                             State  House of Representatives, District  108 (Vote For 1)
                                                            Lee Hewitt                                                  Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Awendaw                       1314                          320                           320                           9                             9                             329                           
Christ Church                 912                           229                           229                           2                             2                             231                           
Isle of Palms 1C              1622                          43                            43                            2                             2                             45                            
McClellanville                1568                          314                           314                           4                             4                             318                           
Mt. Pleasant 37               3581                          306                           306                           14                            14                            320                           
Mt. Pleasant 38               1731                          442                           442                           12                            12                            454                           
Mt. Pleasant 39               2941                          554                           554                           6                             6                             560                           
Absentee                      0                             730                           730                           21                            21                            751                           
Emergency                     0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             1                             1                             0                             0                             1                             
Totals:                       13669                         2939                          2939                          70                            70                            3009                          

                                                                                                                                         State  House of Representatives, District  109 (Vote For 1)
                                                            David Mack III                                              David Mack III                                              Rodney Travis                                               Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Charleston 15                 1304                          1                             1                             2                             2                             0                             0                             0                             0                             3                             
Mt. Pleasant 3                1651                          270                           270                           31                            31                            91                            91                            3                             3                             395                           
North Charleston 1            824                           249                           249                           10                            10                            6                             6                             1                             1                             266                           
North Charleston 4            1129                          366                           366                           14                            14                            13                            13                            0                             0                             393                           
North Charleston 5            1606                          439                           439                           10                            10                            18                            18                            0                             0                             467                           
North Charleston 6            1256                          394                           394                           11                            11                            3                             3                             0                             0                             408                           
North Charleston 18           1618                          377                           377                           31                            31                            54                            54                            3                             3                             465                           
North Charleston 19           993                           283                           283                           19                            19                            15                            15                            0                             0                             317                           
North Charleston 20           724                           161                           161                           21                            21                            36                            36                            2                             2                             220                           
North Charleston 21           1270                          277                           277                           38                            38                            48                            48                            0                             0                             363                           
North Charleston 22           1352                          341                           341                           41                            41                            49                            49                            0                             0                             431                           
North Charleston 23           1931                          445                           445                           61                            61                            108                           108                           3                             3                             617                           
North Charleston 24           2446                          297                           297                           17                            17                            35                            35                            1                             1                             350                           
Absentee                      0                             1484                          1484                          59                            59                            125                           125                           2                             2                             1670                          
Emergency                     0                             24                            24                            0                             0                             1                             1                             0                             0                             25                            
Failsafe                      0                             56                            56                            5                             5                             1                             1                             0                             0                             62                            
Provisional                   0                             3                             3                             0                             0                             0                             0                             0                             0                             3                             
Totals:                       18104                         5467                          5467                          370                           370                           603                           603                           15                            15                            6455                          

                                                                                                           State  House of Representatives, District  110 (Vote For 1)
                                                            Ben Pogue                                                   William S Cogswell Jr                                       Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Charleston 1                  798                           95                            95                            315                           315                           1                             1                             411                           
Charleston 2                  948                           116                           116                           304                           304                           0                             0                             420                           
Charleston 3                  1054                          230                           230                           302                           302                           0                             0                             532                           
Charleston 4                  936                           205                           205                           178                           178                           1                             1                             384                           
Charleston 5                  942                           201                           201                           196                           196                           0                             0                             397                           
Charleston 6                  1293                          260                           260                           218                           218                           0                             0                             478                           
Charleston 7                  1404                          274                           274                           178                           178                           1                             1                             453                           
Charleston 9                  960                           6                             6                             1                             1                             0                             0                             7                             
Charleston 10                 848                           145                           145                           38                            38                            0                             0                             183                           
Charleston 11                 1575                          144                           144                           70                            70                            0                             0                             214                           
Mt. Pleasant 1                1497                          315                           315                           493                           493                           1                             1                             809                           
Mt. Pleasant 2                1199                          203                           203                           260                           260                           0                             0                             463                           
Mt. Pleasant 3                1651                          75                            75                            119                           119                           0                             0                             194                           
Mt. Pleasant 4                1592                          321                           321                           342                           342                           0                             0                             663                           
Mt. Pleasant 5                1338                          203                           203                           433                           433                           0                             0                             636                           
Mt. Pleasant 6                2075                          334                           334                           423                           423                           0                             0                             757                           
