




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Ward 25                       1585                          21                            21                            89                            89                            787                           787                           5                             5                             902                           
Ward 26                       1509                          74                            74                            141                           141                           235                           235                           2                             2                             452                           
Ward 29                       1363                          123                           123                           108                           108                           50                            50                            1                             1                             282                           
Ward 30                       1139                          32                            32                            115                           115                           167                           167                           2                             2                             316                           
Ward 31                       951                           69                            69                            65                            65                            31                            31                            0                             0                             165                           
Ward 32                       958                           55                            55                            40                            40                            13                            13                            0                             0                             108                           
Ward 33                       1057                          49                            49                            105                           105                           97                            97                            1                             1                             252                           
Ward 34                       1171                          40                            40                            132                           132                           299                           299                           5                             5                             476                           
Arcadia                       1529                          64                            64                            138                           138                           434                           434                           0                             0                             636                           
Ardincaple                    498                           60                            60                            27                            27                            22                            22                            1                             1                             110                           
Ballentine 1                  1458                          45                            45                            101                           101                           474                           474                           1                             1                             621                           
Ballentine 2                  1813                          17                            17                            90                            90                            738                           738                           2                             2                             847                           
Beatty Road                   973                           69                            69                            66                            66                            43                            43                            2                             2                             180                           
Bluff                         2014                          148                           148                           119                           119                           43                            43                            2                             2                             312                           
Blythewood 1                  1828                          56                            56                            119                           119                           690                           690                           3                             3                             868                           
Blythewood 2                  2209                          167                           167                           189                           189                           624                           624                           6                             6                             986                           
Blythewood 3                  2329                          174                           174                           248                           248                           585                           585                           9                             9                             1016                          
Bookman                       2814                          271                           271                           248                           248                           616                           616                           5                             5                             1140                          
Brandon 1                     1883                          158                           158                           152                           152                           215                           215                           7                             7                             532                           
Brandon 2                     1952                          149                           149                           188                           188                           186                           186                           6                             6                             529                           
Briarwood                     2596                          173                           173                           209                           209                           354                           354                           10                            10                            746                           
Bridge Creek                  2095                          200                           200                           209                           209                           286                           286                           8                             8                             703                           
Caughman Road                 1919                          157                           157                           155                           155                           269                           269                           3                             3                             584                           
College Place                 1575                          125                           125                           59                            59                            41                            41                            2                             2                             227                           
Cooper                        1192                          12                            12                            80                            80                            499                           499                           1                             1                             592                           
Dennyside                     1056                          66                            66                            48                            48                            194                           194                           0                             0                             308                           
Dentsville                    2220                          172                           172                           105                           105                           92                            92                            1                             1                             370                           
Dutch Fork 1                  1228                          23                            23                            60                            60                            455                           455                           2                             2                             540                           
Dutch Fork 2                  1386                          59                            59                            134                           134                           413                           413                           4                             4                             610                           
Dutch Fork 3                  2295                          76                            76                            145                           145                           908                           908                           2                             2                             1131                          
Dutch Fork 4                  1704                          61                            61                            134                           134                           575                           575                           2                             2                             772                           
Eastover                      1295                          70                            70                            55                            55                            54                            54                            1                             1                             180                           
Edgewood                      1916                          136                           136                           77                            77                            40                            40                            0                             0                             253                           
Estates                       2105                          142                           142                           168                           168                           513                           513                           5                             5                             828                           
Fairlawn                      2853                          296                           296                           216                           216                           249                           249                           5                             5                             766                           
Fairwold                      852                           134                           134                           28                            28                            18                            18                            0                             0                             180                           
East Forest Acres             1304                          14                            14                            88                            88                            531                           531                           0                             0                             633                           
North Forest Acres            1389                          43                            43                            148                           148                           360                           360                           2                             2                             553                           
South Forest Acres            1583                          41                            41                            131                           131                           602                           602                           3                             3                             777                           
Friarsgate 1                  1592                          104                           104                           148                           148                           357                           357                           4                             4                             613                           
Friarsgate 2                  1413                          69                            69                            119                           119                           361                           361                           2                             2                             551                           
Old Friarsgate                1306                          81                            81                            115                           115                           307                           307                           2                             2                             505                           
Gadsden                       1400                          116                           116                           84                            84                            68                            68                            4                             4                             272                           
Garners                       913                           44                            44                            68                            68                            141                           141                           5                             5                             258                           
Greenview                     1673                          221                           221                           68                            68                            32                            32                            2                             2                             323                           
Gregg Park                    2076                          59                            59                            154                           154                           468                           468                           3                             3                             684                           
Hampton                       1664                          83                            83                            208                           208                           265                           265                           2                             2                             558                           
Harbison 1                    2204                          148                           148                           207                           207                           301                           301                           4                             4                             660                           
Harbison 2                    1339                          85                            85                            119                           119                           224                           224                           7                             7                             435                           
Hopkins 1                     1392                          101                           101                           69                            69                            69                            69                            6                             6                             245                           
Hopkins 2                     1641                          117                           117                           98                            98                            127                           127                           2                             2                             344                           
Horrell Hill                  2297                          130                           130                           137                           137                           435                           435                           2                             2                             704                           
Hunting Creek                 481                           28                            28                            32                            32                            112                           112                           0                             0                             172                           
Keels 1                       1972                          159                           159                           124                           124                           122                           122                           3                             3                             408                           
Keels 2                       1474                          146                           146                           109                           109                           58                            58                            5                             5                             318                           
Keenan                        1756                          134                           134                           144                           144                           345                           345                           0                             0                             623                           
Kelly Mill                    1977                          160                           160                           160                           160                           406                           406                           1                             1                             727                           
Killian                       2162                          201                           201                           199                           199                           338                           338                           11                            11                            749                           
Kingswood                     2818                          257                           257                           242                           242                           224                           224                           8                             8                             731                           
Lake Carolina                 2922                          204                           204                           271                           271                           683                           683                           4                             4                             1162                          
Lincolnshire                  2114                          171                           171                           101                           101                           33                            33                            1                             1                             306                           
Longcreek                     4395                          234                           234                           324                           324                           1369                          1369                          9                             9                             1936                          
Longleaf                      1683                          228                           228                           200                           200                           122                           122                           10                            10                            560                           
Lykesland                     1809                          121                           121                           150                           150                           299                           299                           5                             5                             575                           
Mallet Hill                   2582                          185                           185                           221                           221                           463                           463                           4                             4                             873                           
Meadowfield                   1717                          40                            40                            154                           154                           575                           575                           4                             4                             773                           
Meadowlake                    2218                          216                           216                           118                           118                           42                            42                            3                             3                             379                           
McEntire                      842                           42                            42                            52                            52                            165                           165                           1                             1                             260                           
Midway                        2652                          222                           222                           192                           192                           191                           191                           1                             1                             606                           
Mill Creek                    1246                          140                           140                           95                            95                            157                           157                           6                             6                             398                           
Monticello                    1727                          109                           109                           97                            97                            392                           392                           2                             2                             600                           
North Springs 1               1304                          95                            95                            106                           106                           302                           302                           1                             1                             504                           
North Springs 2               2896                          188                           188                           208                           208                           604                           604                           6                             6                             1006                          
North Springs 3               1934                          245                           245                           173                           173                           226                           226                           7                             7                             651                           
Oak Pointe 1                  1273                          65                            65                            142                           142                           402                           402                           7                             7                             616                           
Oak Pointe 2                  722                           34                            34                            52                            52                            234                           234                           2                             2                             322                           
Oak Pointe 3                  1059                          67                            67                            115                           115                           272                           272                           0                             0                             454                           
Oakwood                       977                           39                            39                            90                            90                            304                           304                           2                             2                             435                           
Olympia                       2280                          119                           119                           160                           160                           185                           185                           2                             2                             466                           
Parkridge 1                   936                           45                            45                            86                            86                            256                           256                           2                             2                             389                           
Parkridge 2                   918                           36                            36                            51                            51                            149                           149                           0                             0                             236                           
Parkway 1                     2248                          243                           243                           280                           280                           234                           234                           8                             8                             765                           
Parkway 2                     2201                          210                           210                           245                           245                           350                           350                           4                             4                             809                           
Parkway 3                     1840                          222                           222                           208                           208                           130                           130                           10                            10                            570                           
Pennington 1                  1012                          12                            12                            54                            54                            588                           588                           2                             2                             656                           
Pennington 2                  1454                          49                            49                            159                           159                           489                           489                           1                             1                             698                           
Pine Grove                    1632                          151                           151                           143                           143                           101                           101                           1                             1                             396                           
Pine Lakes 1                  1117                          94                            94                            99                            99                            52                            52                            3                             3                             248                           
Pine Lakes 2                  1555                          160                           160                           126                           126                           85                            85                            1                             1                             372                           
Pinewood                      1838                          168                           168                           159                           159                           145                           145                           5                             5                             477                           
Polo Road                     2456                          208                           208                           202                           202                           325                           325                           6                             6                             741                           
Pontiac 1                     2458                          153                           153                           180                           180                           542                           542                           3                             3                             878                           
Pontiac 2                     1583                          82                            82                            128                           128                           447                           447                           6                             6                             663                           
Rice Creek 1                  1692                          187                           187                           142                           142                           118                           118                           3                             3                             450                           
Rice Creek 2                  2681                          250                           250                           268                           268                           270                           270                           8                             8                             796                           
Ridge View 1                  2391                          202                           202                           237                           237                           320                           320                           9                             9                             768                           
Ridge View 2                  2926                          279                           279                           265                           265                           368                           368                           14                            14                            926                           
Ridgewood                     676                           47                            47                            44                            44                            14                            14                            1                             1                             106                           
Riverside                     1278                          94                            94                            105                           105                           122                           122                           1                             1                             322                           
Riversprings 1                1149                          27                            27                            89                            89                            473                           473                           1                             1                             590                           
Riversprings 2                1406                          73                            73                            104                           104                           369                           369                           7                             7                             553                           
Riversprings 3                1477                          71                            71                            100                           100                           510                           510                           3                             3                             684                           
Riverwalk                     2773                          199                           199                           249                           249                           616                           616                           5                             5                             1069                          
Round Top                     720                           59                            59                            53                            53                            158                           158                           5                             5                             275                           
St. Andrews                   1223                          97                            97                            113                           113                           151                           151                           3                             3                             364                           
Sandlapper                    2715                          333                           333                           288                           288                           319                           319                           10                            10                            950                           
Satchelford                   1388                          39                            39                            115                           115                           583                           583                           0                             0                             737                           
Skyland                       1124                          70                            70                            132                           132                           157                           157                           1                             1                             360                           
South Beltline                1420                          60                            60                            158                           158                           213                           213                           4                             4                             435                           
Spring Hill                   2140                          24                            24                            88                            88                            1017                          1017                          1                             1                             1130                          
Spring Valley                 2754                          141                           141                           243                           243                           647                           647                           2                             2                             1033                          
Spring Valley West            2790                          231                           231                           234                           234                           314                           314                           5                             5                             784                           
Springville 1                 1972                          33                            33                            102                           102                           844                           844                           0                             0                             979                           
Springville 2                 1783                          21                            21                            82                            82                            776                           776                           0                             0                             879                           
Trenholm Road                 1057                          14                            14                            60                            60                            406                           406                           2                             2                             482                           
Trinity                       1260                          81                            81                            95                            95                            221                           221                           4                             4                             401                           
Valhalla                      2299                          117                           117                           172                           172                           614                           614                           8                             8                             911                           
Valley State Park             3055                          346                           346                           351                           351                           245                           245                           13                            13                            955                           
Walden                        1128                          104                           104                           76                            76                            70                            70                            1                             1                             251                           
Webber                        1120                          49                            49                            60                            60                            163                           163                           1                             1                             273                           
Westminster                   1800                          151                           151                           158                           158                           128                           128                           0                             0                             437                           
Whitewell                     1829                          152                           152                           132                           132                           91                            91                            2                             2                             377                           
Wildewood                     2869                          105                           105                           220                           220                           760                           760                           3                             3                             1088                          
Woodfield                     2596                          168                           168                           175                           175                           286                           286                           1                             1                             630                           
Woodlands                     2178                          34                            34                            219                           219                           953                           953                           5                             5                             1211                          
Absentee                      0                             1606                          1606                          2348                          2348                          6395                          6395                          60                            60                            10409                         
Absentee 2                    0                             1920                          1920                          1678                          1678                          2023                          2023                          39                            39                            5660                          
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Emergency 2                   0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             28                            28                            38                            38                            36                            36                            2                             2                             104                           
Failsafe 2                    0                             43                            43                            27                            27                            18                            18                            0                             0                             88                            
Provisional                   0                             0                             0                             1                             1                             0                             0                             0                             0                             1                             
Provisional 2                 0                             2                             2                             4                             4                             3                             3                             0                             0                             9                             
Failsafe Provisional          0                             18                            18                            11                            11                            31                            31                            0                             0                             60                            
Totals:                       252421                        19774                         19774                         25004                         25004                         55607                         55607                         597                           597                           100982                        

                                                                                                                                         U.S.  House of Representatives, District  2 (Vote For 1)
                                                            Sean Carrigan                                               Joe Wilson                                                  Sonny Narang                                                Write-In                                                    
