




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
EMERALD FOREST #1             2519                          363                           363                           574                           574                           7                             7                             944                           
EMERALD FOREST #2             3922                          609                           609                           1044                          1044                          1                             1                             1654                          
EMERALD FOREST #3             2524                          395                           395                           805                           805                           2                             2                             1202                          
ENTERPRISE                    3594                          516                           516                           1120                          1120                          1                             1                             1637                          
FORESTBROOK                   3214                          462                           462                           1005                          1005                          3                             3                             1470                          
FOUR MILE                     1758                          237                           237                           547                           547                           1                             1                             785                           
GALLIVANTS FERRY              162                           20                            20                            67                            67                            0                             0                             87                            
GARDEN CITY #1                2019                          240                           240                           740                           740                           0                             0                             980                           
GARDEN CITY #2                1344                          122                           122                           578                           578                           0                             0                             700                           
GARDEN CITY #3                1836                          289                           289                           579                           579                           0                             0                             868                           
GARDEN CITY #4                1141                          193                           193                           377                           377                           1                             1                             571                           
GLENNS BAY                    2114                          300                           300                           694                           694                           1                             1                             995                           
GREEN SEA                     819                           110                           110                           309                           309                           0                             0                             419                           
HICKORY GROVE                 1453                          132                           132                           519                           519                           0                             0                             651                           
HICKORY HILL                  149                           14                            14                            73                            73                            0                             0                             87                            
HOMEWOOD                      1495                          214                           214                           448                           448                           1                             1                             663                           
HORRY                         1109                          66                            66                            468                           468                           0                             0                             534                           
INLAND                        340                           69                            69                            110                           110                           0                             0                             179                           
JACKSON BLUFF                 616                           70                            70                            210                           210                           0                             0                             280                           
JAMESTOWN                     3104                          572                           572                           741                           741                           4                             4                             1317                          
JERIGANS CROSSROADS           638                           47                            47                            280                           280                           0                             0                             327                           
JET PORT #1                   1978                          296                           296                           506                           506                           0                             0                             802                           
JET PORT #2                   4998                          743                           743                           1331                          1331                          2                             2                             2076                          
JORDANVILLE                   485                           18                            18                            223                           223                           0                             0                             241                           
JOYNER SWAMP                  407                           20                            20                            174                           174                           1                             1                             195                           
JUNIPER BAY                   1743                          148                           148                           626                           626                           1                             1                             775                           
LAKE PARK #1                  2103                          248                           248                           527                           527                           7                             7                             782                           
LEON                          1669                          377                           377                           410                           410                           0                             0                             787                           
LITTLE RIVER #1               1601                          243                           243                           564                           564                           0                             0                             807                           
LITTLE RIVER #2               2908                          373                           373                           997                           997                           0                             0                             1370                          
LITTLE RIVER #3               2061                          292                           292                           843                           843                           3                             3                             1138                          
LIVE OAK                      685                           120                           120                           233                           233                           0                             0                             353                           
MAPLE                         1360                          183                           183                           550                           550                           0                             0                             733                           
MARLOWE #1                    2311                          325                           325                           752                           752                           2                             2                             1079                          
METHODIST-MILL SWAMP          676                           17                            17                            342                           342                           0                             0                             359                           
MT. OLIVE                     795                           90                            90                            276                           276                           0                             0                             366                           
MT. VERNON                    534                           32                            32                            233                           233                           0                             0                             265                           
MYRTLE TRACE                  1482                          195                           195                           438                           438                           2                             2                             635                           
MYRTLEWOOD #1                 1511                          191                           191                           346                           346                           2                             2                             539                           
MYRTLEWOOD #2                 1704                          254                           254                           529                           529                           4                             4                             787                           
MYRTLEWOOD #3                 1806                          238                           238                           669                           669                           2                             2                             909                           
NIXONS XROADS #1              1881                          239                           239                           593                           593                           1                             1                             833                           
NIXONS XROADS #2              2784                          488                           488                           781                           781                           0                             0                             1269                          
NORTH CONWAY #1               1567                          308                           308                           391                           391                           1                             1                             700                           
NORTH CONWAY #2               1160                          180                           180                           388                           388                           3                             3                             571                           
OCEAN DRIVE #1                2204                          289                           289                           779                           779                           1                             1                             1069                          
OCEAN DRIVE #2                3376                          358                           358                           1297                          1297                          1                             1                             1656                          
OCEAN FOREST #1               1623                          227                           227                           565                           565                           1                             1                             793                           
OCEAN FOREST #2               1764                          262                           262                           558                           558                           0                             0                             820                           
OCEAN FOREST #3               1124                          203                           203                           220                           220                           3                             3                             426                           
PALMETTO BAYS                 3598                          473                           473                           1142                          1142                          3                             3                             1618                          
PAWLEYS SWAMP                 542                           25                            25                            203                           203                           1                             1                             229                           
PLEASANT VIEW                 236                           15                            15                            100                           100                           0                             0                             115                           
POPLAR HILL                   763                           38                            38                            331                           331                           0                             0                             369                           
PORT HARRELSON                688                           311                           311                           30                            30                            0                             0                             341                           
RACEPATH #1                   1311                          282                           282                           235                           235                           0                             0                             517                           
RACEPATH #2                   1557                          459                           459                           67                            67                            0                             0                             526                           
RED BLUFF                     1018                          183                           183                           261                           261                           0                             0                             444                           
RED HILL #1                   1244                          102                           102                           281                           281                           0                             0                             383                           
RED HILL #2                   2317                          357                           357                           694                           694                           0                             0                             1051                          
SALEM                         2081                          237                           237                           794                           794                           2                             2                             1033                          
SEA OATS #1                   1895                          225                           225                           372                           372                           1                             1                             598                           
SEA OATS #2                   1524                          257                           257                           286                           286                           2                             2                             545                           
SEA WINDS                     3691                          558                           558                           1074                          1074                          7                             7                             1639                          
SHELL                         1163                          113                           113                           522                           522                           0                             0                             635                           
SOCASTEE #1                   3070                          363                           363                           836                           836                           2                             2                             1201                          
SOCASTEE #2                   1524                          157                           157                           493                           493                           2                             2                             652                           
SOCASTEE #3                   3345                          432                           432                           1030                          1030                          6                             6                             1468                          
SOCASTEE #4                   4127                          580                           580                           1020                          1020                          4                             4                             1604                          
SPRING BRANCH                 326                           28                            28                            154                           154                           0                             0                             182                           
SURFSIDE #1                   2229                          333                           333                           765                           765                           5                             5                             1103                          
SURFSIDE #2                   1069                          169                           169                           408                           408                           0                             0                             577                           
SURFSIDE #3                   2454                          282                           282                           846                           846                           0                             0                             1128                          
SURFSIDE #4                   2630                          330                           330                           878                           878                           0                             0                             1208                          
SWEET HOME                    1083                          212                           212                           265                           265                           0                             0                             477                           
TAYLORSVILLE                  288                           11                            11                            137                           137                           0                             0                             148                           
TILLY SWAMP                   1355                          175                           175                           569                           569                           1                             1                             745                           
TODDVILLE                     1396                          207                           207                           481                           481                           2                             2                             690                           
WAMPEE                        1703                          504                           504                           301                           301                           0                             0                             805                           
WEST CONWAY                   727                           138                           138                           177                           177                           1                             1                             316                           
WEST LORIS                    841                           254                           254                           109                           109                           1                             1                             364                           
WHITE OAK                     642                           39                            39                            265                           265                           0                             0                             304                           
WILD WING                     3078                          394                           394                           851                           851                           3                             3                             1248                          
WINDY HILL #1                 1374                          171                           171                           491                           491                           0                             0                             662                           
WINDY HILL #2                 2468                          329                           329                           998                           998                           1                             1                             1328                          
BURGESS #3                    3287                          500                           500                           1260                          1260                          2                             2                             1762                          
MARLOWE #2                    3558                          550                           550                           1145                          1145                          2                             2                             1697                          
BURGESS #4                    1784                          258                           258                           646                           646                           2                             2                             906                           
MARLOWE #3                    1854                          298                           298                           553                           553                           1                             1                             852                           
BROOKSVILLE #2                1182                          203                           203                           417                           417                           0                             0                             620                           
CAROLINA BAYS                 2220                          298                           298                           736                           736                           0                             0                             1034                          
NIXONS XROADS #3              1753                          325                           325                           616                           616                           0                             0                             941                           
RIVER OAKS                    2534                          356                           356                           736                           736                           1                             1                             1093                          
LAKE PARK #2                  1364                          222                           222                           313                           313                           1                             1                             536                           
LAKE PARK #3                  1695                          253                           253                           494                           494                           0                             0                             747                           
Absentee                      0                             4260                          4260                          6161                          6161                          27                            27                            10448                         
Absentee 2                    0                             252                           252                           414                           414                           3                             3                             669                           
Emergency                     0                             105                           105                           216                           216                           0                             0                             321                           
Emergency 2                   0                             2                             2                             3                             3                             0                             0                             5                             
Failsafe                      0                             69                            69                            43                            43                            0                             0                             112                           
Failsafe 2                    0                             1                             1                             0                             0                             0                             0                             1                             
Provisional                   0                             19                            19                            36                            36                            0                             0                             55                            
Provisional 2                 0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe Provisional          0                             6                             6                             10                            10                            0                             0                             16                            
Totals:                       216092                        35659                         35659                         74987                         74987                         183                           183                           110829                        

                                                                             State  House of Representatives, District  55 (Vote For 1)
                                                            Jackie E Hayes                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
GREEN SEA                     819                           117                           117                           5                             5                             122                           
MT. OLIVE                     795                           130                           130                           2                             2                             132                           
SPRING BRANCH                 326                           97                            97                            3                             3                             100                           
Absentee                      0                             21                            21                            0                             0                             21                            
Absentee 2                    0                             2                             2                             0                             0                             2                             
Emergency                     0                             0                             0                             0                             0                             0                             
Emergency 2                   0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             
Failsafe 2                    0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             0                             0                             0                             
Provisional 2                 0                             0                             0                             0                             0                             0                             
Totals:                       1940                          367                           367                           10                            10                            377                           

                                                                             State  House of Representatives, District  56 (Vote For 1)
                                                            Tim McGinnis                                                Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
CAROLINA FOREST #1            2876                          912                           912                           27                            27                            939                           
CAROLINA FOREST #2            2108                          684                           684                           17                            17                            701                           
DOGWOOD                       1375                          415                           415                           5                             5                             420                           
EBENEZER                      2034                          8                             8                             0                             0                             8                             
EMERALD FOREST #1             2519                          695                           695                           28                            28                            723                           
EMERALD FOREST #2             3922                          1200                          1200                          24                            24                            1224                          
EMERALD FOREST #3             2524                          921                           921                           26                            26                            947                           
LEON                          1669                          450                           450                           10                            10                            460                           
RED BLUFF                     1018                          17                            17                            1                             1                             18                            
SALEM                         2081                          485                           485                           6                             6                             491                           
SOCASTEE #4                   4127                          1160                          1160                          43                            43                            1203                          
TILLY SWAMP                   1355                          132                           132                           3                             3                             135                           
WAMPEE                        1703                          279                           279                           8                             8                             287                           
WILD WING                     3078                          935                           935                           14                            14                            949                           
CAROLINA BAYS                 2220                          836                           836                           11                            11                            847                           
NIXONS XROADS #3              1753                          77                            77                            6                             6                             83                            
RIVER OAKS                    2534                          842                           842                           9                             9                             851                           
Absentee                      0                             926                           926                           32                            32                            958                           
Absentee 2                    0                             0                             0                             0                             0                             0                             
Emergency                     0                             4                             4                             0                             0                             4                             
Emergency 2                   0                             0                             0                             0                             0                             0                             
Failsafe                      0                             4                             4                             1                             1                             5                             
Failsafe 2                    0                             0                             0                             0                             0                             0                             
Provisional                   0                             2                             2                             0                             0                             2                             
Provisional 2                 0                             0                             0                             0                             0                             0                             
Totals:                       38896                         10984                         10984                         271                           271                           11255                         

                                                                             State  House of Representatives, District  57 (Vote For 1)
                                                            Lucas Atkinson                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BAYBORO-GURLEY                1299                          161                           161                           6                             6                             167                           
HICKORY HILL                  149                           9                             9                             0                             0                             9                             
JOYNER SWAMP                  407                           35                            35                            1                             1                             36                            
MT. OLIVE                     795                           41                            41                            3                             3                             44                            
PLEASANT VIEW                 236                           43                            43                            3                             3                             46                            
TAYLORSVILLE                  288                           32                            32                            2                             2                             34                            
Absentee                      0                             35                            35                            0                             0                             35                            
Absentee 2                    0                             1                             1                             0                             0                             1                             
Emergency                     0                             0                             0                             0                             0                             0                             
Emergency 2                   0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             0                             0                             0                             
Failsafe 2                    0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             0                             0                             0                             
Provisional 2                 0                             0                             0                             0                             0                             0                             
Totals:                       3174                          357                           357                           15                            15                            372                           

                                                                             State  House of Representatives, District  58 (Vote For 1)
                                                            Jeff Johnson                                                Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
AYNOR                         1556                          681                           681                           1                             1                             682                           
BROWNWAY                      1571                          625                           625                           5                             5                             630                           
CEDAR GROVE                   767                           341                           341                           1                             1                             342                           
COOL SPRINGS                  385                           178                           178                           0                             0                             178                           
DOGBLUFF                      974                           392                           392                           3                             3                             395                           
FOUR MILE                     1758                          598                           598                           8                             8                             606                           
GALLIVANTS FERRY              162                           71                            71                            0                             0                             71                            
HOMEWOOD                      1495                          483                           483                           4                             4                             487                           
HORRY                         1109                          489                           489                           3                             3                             492                           
JACKSON BLUFF                 616                           232                           232                           4                             4                             236                           
JAMESTOWN                     3104                          850                           850                           27                            27                            877                           
JORDANVILLE                   485                           229                           229                           1                             1                             230                           
JOYNER SWAMP                  407                           70                            70                            0                             0                             70                            
JUNIPER BAY                   1743                          665                           665                           4                             4                             669                           
METHODIST-MILL SWAMP          676                           348                           348                           0                             0                             348                           
NORTH CONWAY #1               1567                          450                           450                           16                            16                            466                           
