




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Provisional                   0                             0                             0                             0                             0                             281                           0                             281                           0                             0                             0                             0                             103                           0                             103                           0                             0                             0                             0                             0                             0                             0                             384                           
Failsafe Provisional          0                             0                             0                             0                             0                             0                             10                            10                            0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             10                            
Totals:                       272523                        61546                         46212                         16426                         93                            281                           10                            124568                        17085                         21206                         15799                         51                            103                           0                             54244                         71                            28                            33                            1                             0                             0                             133                           178945                        

                                                                                                                                                                                                                                                                                                                                            State  Senate, District  32 (Vote For 1)
                                                            REP David Ellison                                                                                                                                                                                                 DEM Ronnie A Sabb                                                                                                                                                                                                 Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
BROWNWAY                      1907                          667                           323                           49                            0                             0                             0                             1039                          72                            89                            46                            0                             0                             0                             207                           1                             0                             0                             0                             0                             0                             1                             1247                          
INLAND                        385                           98                            40                            8                             0                             0                             0                             146                           57                            34                            15                            0                             0                             0                             106                           0                             0                             0                             0                             0                             0                             0                             252                           
PAWLEYS SWAMP                 630                           282                           38                            6                             0                             0                             0                             326                           48                            7                             3                             0                             0                             0                             58                            0                             0                             0                             0                             0                             0                             0                             384                           
PORT HARRELSON                743                           35                            16                            3                             0                             0                             0                             54                            280                           123                           19                            0                             0                             0                             422                           0                             2                             1                             0                             0                             0                             3                             479                           
Failsafe                      0                             0                             0                             0                             5                             0                             0                             5                             0                             0                             0                             2                             0                             0                             2                             0                             0                             0                             0                             0                             0                             0                             7                             
Provisional                   0                             0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             3                             
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       3665                          1082                          417                           66                            5                             3                             0                             1573                          457                           253                           83                            2                             0                             0                             795                           1                             2                             1                             0                             0                             0                             4                             2372                          

                                                                                                                                                                                                                                                                                                                                            State  Senate, District  34 (Vote For 1)
                                                            REP Stephen Goldfinch                                                                                                                                                                                             DEM Emily Cegledy                                                                                                                                                                                                 Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
BURGESS #1                    2748                          537                           562                           255                           0                             0                             0                             1354                          120                           204                           244                           0                             0                             0                             568                           0                             0                             0                             0                             0                             0                             0                             1922                          
BURGESS #2                    4121                          778                           1022                          395                           0                             0                             0                             2195                          125                           328                           372                           0                             0                             0                             825                           2                             0                             2                             0                             0                             0                             4                             3024                          
DEERFIELD                     3169                          729                           510                           269                           0                             0                             0                             1508                          215                           205                           217                           0                             0                             0                             637                           2                             0                             0                             0                             0                             0                             2                             2147                          
ENTERPRISE                    4332                          797                           859                           326                           0                             0                             0                             1982                          218                           351                           320                           0                             0                             0                             889                           0                             0                             0                             0                             0                             0                             0                             2871                          
GARDEN CITY #1                2370                          659                           395                           126                           0                             0                             0                             1180                          123                           108                           111                           0                             0                             0                             342                           1                             0                             1                             0                             0                             0                             2                             1524                          
GARDEN CITY #2                1589                          526                           290                           103                           0                             0                             0                             919                           75                            74                            68                            0                             0                             0                             217                           2                             1                             0                             0                             0                             0                             3                             1139                          
GARDEN CITY #3                2242                          404                           389                           185                           0                             0                             0                             978                           111                           137                           198                           0                             0                             0                             446                           0                             1                             0                             0                             0                             0                             1                             1425                          
GARDEN CITY #4                1448                          232                           236                           86                            0                             0                             0                             554                           62                            86                            142                           0                             0                             0                             290                           0                             0                             0                             0                             0                             0                             0                             844                           
GLENNS BAY                    2534                          510                           503                           116                           0                             0                             0                             1129                          129                           199                           137                           0                             0                             0                             465                           0                             0                             0                             0                             0                             0                             0                             1594                          
JET PORT #2                   6283                          981                           1429                          567                           0                             0                             0                             2977                          280                           602                           625                           0                             0                             0                             1507                          0                             0                             0                             0                             0                             0                             0                             4484                          
LAKE PARK #1                  2569                          434                           291                           119                           0                             0                             0                             844                           216                           180                           110                           0                             0                             0                             506                           2                             0                             1                             0                             0                             0                             3                             1353                          
MARLOWE #1                    2672                          607                           561                           209                           0                             0                             0                             1377                          109                           203                           213                           0                             0                             0                             525                           0                             0                             1                             0                             0                             0                             1                             1903                          
SEA WINDS                     4733                          880                           894                           331                           0                             0                             0                             2105                          296                           412                           345                           0                             0                             0                             1053                          3                             1                             1                             0                             0                             0                             5                             3163                          
SOCASTEE #1                   3896                          881                           498                           268                           0                             0                             0                             1647                          274                           241                           185                           0                             0                             0                             700                           1                             0                             2                             0                             0                             0                             3                             2350                          
SURFSIDE #1                   2820                          776                           367                           133                           0                             0                             0                             1276                          204                           162                           155                           0                             0                             0                             521                           2                             0                             0                             0                             0                             0                             2                             1799                          
SURFSIDE #2                   1266                          418                           170                           57                            0                             0                             0                             645                           112                           61                            60                            0                             0                             0                             233                           1                             0                             0                             0                             0                             0                             1                             879                           
SURFSIDE #3                   3017                          642                           594                           242                           0                             0                             0                             1478                          126                           201                           190                           0                             0                             0                             517                           0                             1                             0                             0                             0                             0                             1                             1996                          
SURFSIDE #4                   3508                          703                           695                           276                           0                             0                             0                             1674                          176                           227                           272                           0                             0                             0                             675                           0                             0                             0                             0                             0                             0                             0                             2349                          
BURGESS #3                    3896                          616                           922                           529                           0                             0                             0                             2067                          124                           274                           403                           0                             0                             0                             801                           1                             0                             1                             0                             0                             0                             2                             2870                          
MARLOWE #2                    5140                          847                           1180                          653                           0                             0                             0                             2680                          228                           437                           526                           0                             0                             0                             1191                          2                             1                             0                             0                             0                             0                             3                             3874                          
BURGESS #4                    2102                          462                           464                           181                           0                             0                             0                             1107                          103                           187                           176                           0                             0                             0                             466                           1                             0                             0                             0                             0                             0                             1                             1574                          
MARLOWE #3                    2308                          494                           395                           159                           0                             0                             0                             1048                          145                           182                           197                           0                             0                             0                             524                           1                             0                             0                             0                             0                             0                             1                             1573                          
LAKE PARK #2                  2218                          378                           197                           77                            0                             0                             0                             652                           169                           188                           94                            0                             0                             0                             451                           0                             1                             0                             0                             0                             0                             1                             1104                          
LAKE PARK #3                  2414                          482                           384                           176                           0                             0                             0                             1042                          126                           192                           142                           0                             0                             0                             460                           0                             0                             0                             0                             0                             0                             0                             1502                          
Failsafe                      0                             0                             0                             0                             9                             0                             0                             9                             0                             0                             0                             7                             0                             0                             7                             0                             0                             0                             0                             0                             0                             0                             16                            
Provisional                   0                             0                             0                             0                             0                             58                            0                             58                            0                             0                             0                             0                             13                            0                             13                            0                             0                             0                             0                             0                             0                             0                             71                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       73395                         14773                         13807                         5838                          9                             58                            0                             34485                         3866                          5441                          5502                          7                             13                            0                             14829                         21                            6                             9                             0                             0                             0                             36                            49350                         

                                                                                                                                                                                                                                   State  Senate, District  30 (Vote For 1)
                                                            DEM Kent M Williams                                                                                                                                                                                               Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
AYNOR                         2000                          413                           183                           82                            0                             0                             0                             678                           66                            14                            4                             0                             0                             0                             84                            762                           
COOL SPRINGS                  470                           124                           17                            2                             0                             0                             0                             143                           16                            1                             0                             0                             0                             0                             17                            160                           
GALLIVANTS FERRY              181                           45                            7                             10                            0                             0                             0                             62                            6                             0                             0                             0                             0                             0                             6                             68                            
METHODIST-MILL SWAMP          804                           207                           22                            10                            0                             0                             0                             239                           25                            3                             0                             0                             0                             0                             28                            267                           
POPLAR HILL                   932                           163                           32                            21                            0                             0                             0                             216                           33                            2                             0                             0                             0                             0                             35                            251                           
Failsafe                      0                             0                             0                             0                             1                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             1                             
Provisional                   0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       4387                          952                           261                           125                           1                             0                             0                             1339                          146                           20                            4                             0                             0                             0                             170                           1509                          

                                                                                                                                                                                                                                   State  Senate, District  28 (Vote For 1)
                                                            REP Greg Hembree                                                                                                                                                                                                  Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
ADRIAN                        2323                          743                           356                           109                           0                             0                             0                             1208                          9                             7                             2                             0                             0                             0                             18                            1226                          
ALLSBROOK                     806                           370                           67                            33                            0                             0                             0                             470                           4                             1                             0                             0                             0                             0                             5                             475                           
ATLANTIC BEACH                430                           33                            12                            0                             0                             0                             0                             45                            7                             2                             0                             0                             0                             0                             9                             54                            
BAYBORO-GURLEY                1555                          519                           164                           53                            0                             0                             0                             736                           10                            5                             3                             0                             0                             0                             18                            754                           
BROOKSVILLE #1                3834                          640                           1012                          381                           0                             0                             0                             2033                          7                             18                            6                             0                             0                             0                             31                            2064                          
CEDAR GROVE                   980                           442                           116                           22                            0                             0                             0                             580                           5                             2                             0                             0                             0                             0                             7                             587                           
CHERRY GROVE #1               2256                          662                           470                           158                           0                             0                             0                             1290                          9                             4                             2                             0                             0                             0                             15                            1305                          
CHERRY GROVE #2               2371                          552                           624                           198                           0                             0                             0                             1374                          7                             4                             6                             0                             0                             0                             17                            1391                          
CRESENT                       2253                          501                           437                           155                           0                             0                             0                             1093                          9                             9                             3                             0                             0                             0                             21                            1114                          
DAISY                         1546                          646                           119                           69                            0                             0                             0                             834                           8                             1                             1                             0                             0                             0                             10                            844                           
DOGBLUFF                      1208                          584                           126                           25                            0                             0                             0                             735                           6                             0                             0                             0                             0                             0                             6                             741                           
DOGWOOD                       1689                          411                           296                           90                            0                             0                             0                             797                           3                             6                             4                             0                             0                             0                             13                            810                           
DUNES #3                      1223                          340                           151                           109                           0                             0                             0                             600                           3                             5                             2                             0                             0                             0                             10                            610                           
